Run,BioSample,BioProject,Organism,LibraryLayout,GeoLoc_Continent,GeoLoc_Country,GeoLoc_Region,GeoLoc_Reef,Life_Stage,Treatment,Time_Point,Genotype
SRR14713813,SAMN19515626,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,SBxSB
SRR14713814,SAMN19515625,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713815,SAMN19515625,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713816,SAMN19515625,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713817,SAMN19515624,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713818,SAMN19515624,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713819,SAMN19515624,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713820,SAMN19515598,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxSB
SRR14713821,SAMN19515598,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxSB
SRR14713822,SAMN19515598,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxSB
SRR14713823,SAMN19515597,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713824,SAMN19515597,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713825,SAMN19515597,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713826,SAMN19515596,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713827,SAMN19515596,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713828,SAMN19515596,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713829,SAMN19515595,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713830,SAMN19515595,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713831,SAMN19515595,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxCU
SRR14713832,SAMN19515594,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713833,SAMN19515594,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713834,SAMN19515594,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713835,SAMN19515593,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713836,SAMN19515593,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713837,SAMN19515593,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713838,SAMN19515592,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713839,SAMN19515592,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713840,SAMN19515592,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxCU
SRR14713841,SAMN19515591,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713842,SAMN19515591,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713843,SAMN19515591,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713844,SAMN19515621,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713845,SAMN19515621,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713846,SAMN19515621,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713847,SAMN19515620,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713848,SAMN19515620,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713849,SAMN19515620,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,CUxSB
SRR14713850,SAMN19515619,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713851,SAMN19515619,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713852,SAMN19515619,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713853,SAMN19515618,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713854,SAMN19515618,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713855,SAMN19515618,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713856,SAMN19515617,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713857,SAMN19515617,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713858,SAMN19515617,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,CUxSB
SRR14713859,SAMN19515616,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713860,SAMN19515616,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713861,SAMN19515616,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713862,SAMN19515615,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713863,SAMN19515615,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713864,SAMN19515615,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713865,SAMN19515614,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713866,SAMN19515614,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713867,SAMN19515614,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxSB
SRR14713868,SAMN19515613,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713869,SAMN19515613,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713870,SAMN19515613,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713871,SAMN19515612,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713872,SAMN19515612,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713873,SAMN19515612,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713874,SAMN19515611,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713875,SAMN19515611,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713876,SAMN19515611,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxBK
SRR14713877,SAMN19515610,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713878,SAMN19515610,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713879,SAMN19515610,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713880,SAMN19515609,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713881,SAMN19515609,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713882,SAMN19515609,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713883,SAMN19515607,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713884,SAMN19515607,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713885,SAMN19515607,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxCU
SRR14713886,SAMN19515606,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713887,SAMN19515606,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713888,SAMN19515606,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713889,SAMN19515637,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713890,SAMN19515637,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713891,SAMN19515637,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713892,SAMN19515636,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713893,SAMN19515636,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713894,SAMN19515636,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxSB
SRR14713895,SAMN19515635,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713896,SAMN19515635,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713897,SAMN19515635,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713898,SAMN19515634,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713899,SAMN19515634,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713900,SAMN19515634,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713901,SAMN19515504,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713902,SAMN19515504,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713903,SAMN19515504,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,LSxLS
SRR14713904,SAMN19515608,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713905,SAMN19515608,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713906,SAMN19515608,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713907,SAMN19515503,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713908,SAMN19515503,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713909,SAMN19515503,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713910,SAMN19515502,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713911,SAMN19515502,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713912,SAMN19515502,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,DRxDR
SRR14713913,SAMN19515501,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxBK
SRR14713914,SAMN19515501,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxBK
SRR14713915,SAMN19515501,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,SBxBK
SRR14713916,SAMN19515623,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713918,SAMN19515623,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713919,SAMN19515622,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713920,SAMN19515622,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713921,SAMN19515622,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713922,SAMN19515653,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713923,SAMN19515653,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713924,SAMN19515653,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713925,SAMN19515652,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,SBxSB
SRR14713926,SAMN19515652,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,SBxSB
SRR14713927,SAMN19515652,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,SBxSB
SRR14713928,SAMN19515651,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713929,SAMN19515651,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713930,SAMN19515651,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxLS
SRR14713931,SAMN19515650,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713932,SAMN19515650,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713933,SAMN19515650,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxDR
SRR14713934,SAMN19515649,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713935,SAMN19515649,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713936,SAMN19515649,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,BKxBK
SRR14713939,SAMN19515648,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,SBxSB
SRR14713940,SAMN19515647,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Heat,NA,DRxSB
SRR14713941,SAMN19515647,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Heat,NA,DRxSB
SRR14713942,SAMN19515647,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Heat,NA,DRxSB
SRR14713943,SAMN19515646,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713944,SAMN19515646,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713945,SAMN19515646,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713946,SAMN19515645,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713947,SAMN19515645,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713948,SAMN19515645,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713953,SAMN19515643,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Heat,NA,CUxDR
SRR14713954,SAMN19515643,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Heat,NA,CUxDR
SRR14713955,SAMN19515641,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713956,SAMN19515641,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713957,SAMN19515641,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713958,SAMN19515640,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713959,SAMN19515640,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713960,SAMN19515640,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713961,SAMN19515639,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713962,SAMN19515639,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713963,SAMN19515639,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713964,SAMN19515638,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713965,SAMN19515638,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713966,SAMN19515638,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713967,SAMN19515659,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713968,SAMN19515659,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713969,SAMN19515659,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713970,SAMN19515658,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713971,SAMN19515658,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713972,SAMN19515658,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713973,SAMN19515531,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713974,SAMN19515531,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713975,SAMN19515531,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713976,SAMN19515642,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713977,SAMN19515642,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713978,SAMN19515642,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713979,SAMN19515530,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713980,SAMN19515530,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713981,SAMN19515530,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713982,SAMN19515529,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713983,SAMN19515529,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713984,SAMN19515529,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxCU
SRR14713985,SAMN19515528,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713986,SAMN19515528,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713987,SAMN19515528,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713988,SAMN19515551,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713989,SAMN19515551,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713990,SAMN19515551,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,DRxSB
SRR14713991,SAMN19515550,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713992,SAMN19515550,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713993,SAMN19515550,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,CUxDR
SRR14713994,SAMN19515549,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
SRR14713995,SAMN19515549,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Juvenile,Ambient,NA,LSxCU
