Run,BioSample,BioProject,Organism,LibraryLayout,GeoLoc_Continent,GeoLoc_Country,GeoLoc_Region,GeoLoc_Reef,Life_Stage,Treatment,Time_Point,Genotype
SRR13221506,SAMN17012924,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221507,SAMN17012923,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221508,SAMN17012922,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221509,SAMN17012921,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221510,SAMN17012920,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221511,SAMN17012919,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221512,SAMN17012838,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221513,SAMN17012918,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221514,SAMN17012917,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221515,SAMN17012916,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221516,SAMN17012915,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221517,SAMN17012914,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221518,SAMN17012913,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_fall_C,42703,0
SRR13221519,SAMN17012912,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221520,SAMN17012911,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221521,SAMN17012910,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221522,SAMN17012909,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221523,SAMN17012837,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221524,SAMN17012908,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221525,SAMN17012907,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221526,SAMN17012906,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221527,SAMN17012905,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221528,SAMN17012904,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221529,SAMN17012903,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221530,SAMN17012902,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221531,SAMN17012901,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_fall_B,42688,0
SRR13221532,SAMN17012900,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221533,SAMN17012899,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221534,SAMN17012836,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221535,SAMN17012898,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221536,SAMN17012897,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221537,SAMN17012896,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221538,SAMN17012895,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221539,SAMN17012894,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221540,SAMN17012893,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221541,SAMN17012892,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221542,SAMN17012891,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221543,SAMN17012890,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221544,SAMN17012889,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_summer_B,42600,0
SRR13221545,SAMN17012835,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221546,SAMN17012888,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221547,SAMN17012887,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221548,SAMN17012886,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221549,SAMN17012885,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221550,SAMN17012884,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221551,SAMN17012883,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221552,SAMN17012882,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221553,SAMN17012881,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221554,SAMN17012880,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221555,SAMN17012879,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221556,SAMN17012834,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221557,SAMN17012878,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221558,SAMN17012877,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_summer_B,42584,0
SRR13221559,SAMN17012876,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221560,SAMN17012875,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221561,SAMN17012874,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221562,SAMN17012873,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221563,SAMN17012872,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221564,SAMN17012871,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221565,SAMN17012870,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221566,SAMN17012869,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221567,SAMN17012833,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221568,SAMN17012868,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221569,SAMN17012867,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221570,SAMN17012866,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221571,SAMN17012865,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_spring_B,42541,0
SRR13221572,SAMN17012864,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221573,SAMN17012863,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221574,SAMN17012862,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221575,SAMN17012861,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221576,SAMN17012860,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221577,SAMN17012859,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221578,SAMN17012832,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221579,SAMN17012858,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221580,SAMN17012857,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221581,SAMN17012856,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221582,SAMN17012855,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221583,SAMN17012854,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221584,SAMN17012853,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_spring_A,42526,0
SRR13221585,SAMN17012852,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221586,SAMN17012851,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221587,SAMN17012850,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221588,SAMN17012849,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221589,SAMN17012831,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221590,SAMN17012848,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221591,SAMN17012847,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221592,SAMN17012846,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221593,SAMN17012845,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221594,SAMN17012844,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221595,SAMN17012843,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221596,SAMN17012842,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221597,SAMN17012841,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,new_moon_Winter_A,42438,0
SRR13221598,SAMN17012840,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221599,SAMN17012839,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR13221600,SAMN17012830,PRJNA682854,Acropora eurystoma,PAIRED,Asia,Israel,Gulf of Eilat,Eilat,Adult,full_moon_Winter_A,42422,0
SRR14713478,SAMN19515457,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713479,SAMN19515457,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713480,SAMN19515457,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713481,SAMN19515456,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713482,SAMN19515456,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713483,SAMN19515456,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713484,SAMN19515455,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713485,SAMN19515455,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713486,SAMN19515455,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,DRxDR
SRR14713487,SAMN19515454,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713488,SAMN19515454,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713489,SAMN19515454,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713490,SAMN19515453,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713491,SAMN19515453,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713492,SAMN19515453,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713493,SAMN19515452,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713494,SAMN19515452,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713495,SAMN19515452,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxBK
SRR14713496,SAMN19515451,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713497,SAMN19515451,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713498,SAMN19515451,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713499,SAMN19515450,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713500,SAMN19515450,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713501,SAMN19515450,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713502,SAMN19515449,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713503,SAMN19515449,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713504,SAMN19515449,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,SBxSB
SRR14713505,SAMN19515448,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713506,SAMN19515448,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713507,SAMN19515448,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713508,SAMN19515447,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713509,SAMN19515447,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713510,SAMN19515447,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713511,SAMN19515446,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713512,SAMN19515446,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713513,SAMN19515446,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,BKxBK
SRR14713514,SAMN19515445,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713515,SAMN19515445,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713516,SAMN19515445,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713517,SAMN19515444,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713518,SAMN19515444,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713519,SAMN19515444,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713520,SAMN19515443,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713521,SAMN19515443,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713522,SAMN19515443,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,LSxLS
SRR14713523,SAMN19515442,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713524,SAMN19515442,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713525,SAMN19515442,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713526,SAMN19515472,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713527,SAMN19515472,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713528,SAMN19515472,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713529,SAMN19515471,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713530,SAMN19515471,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713531,SAMN19515471,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,BKxBK
SRR14713532,SAMN19515470,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713533,SAMN19515470,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713534,SAMN19515470,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713535,SAMN19515469,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713536,SAMN19515469,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713537,SAMN19515469,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713538,SAMN19515468,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713539,SAMN19515468,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713540,SAMN19515468,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Ambient,NA,BKxBK
SRR14713541,SAMN19515467,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713542,SAMN19515467,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713543,SAMN19515467,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713544,SAMN19515466,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713545,SAMN19515466,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713546,SAMN19515466,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713547,SAMN19515465,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713548,SAMN19515465,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713549,SAMN19515465,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Heat,NA,CUxSB
SRR14713550,SAMN19515464,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713551,SAMN19515464,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713552,SAMN19515464,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713553,SAMN19515463,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713554,SAMN19515463,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713555,SAMN19515463,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713556,SAMN19515458,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
SRR14713557,SAMN19515458,PRJNA734637,Acropora tenuis,SINGLE,Oceania,Australia,Great Barrier Reef,NA,Larval,Pre,NA,DRxDR
